Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Status,Collections
classic-cotton-tshirt,Classic Cotton T-Shirt,"<p>Comfortable everyday cotton t-shirt in multiple colors. Perfect for casual wear.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Shirts & Tops,Apparel,"cotton, casual, everyday, tshirt",TRUE,Size,Small,Color,White,TSHIRT-SM-WHT,200,shopify,50,deny,manual,29.99,39.99,TRUE,TRUE,,,,,FALSE,Classic Cotton T-Shirt - Comfortable Everyday Wear,Soft cotton t-shirt perfect for daily wear. Available in multiple colors and sizes.,Apparel & Accessories > Clothing > Shirts & Tops,Unisex,Adult,TSHIRT-001,Apparel,Bestseller,new,FALSE,Summer,Casual,Cotton,Basics,,active,"apparel, bestseller, women, men, sale"
classic-cotton-tshirt,Classic Cotton T-Shirt,"<p>Comfortable everyday cotton t-shirt in multiple colors. Perfect for casual wear.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Shirts & Tops,Apparel,"cotton, casual, everyday, tshirt",TRUE,Size,Medium,Color,White,TSHIRT-MD-WHT,200,shopify,75,deny,manual,29.99,39.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
classic-cotton-tshirt,Classic Cotton T-Shirt,"<p>Comfortable everyday cotton t-shirt in multiple colors. Perfect for casual wear.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Shirts & Tops,Apparel,"cotton, casual, everyday, tshirt",TRUE,Size,Large,Color,White,TSHIRT-LG-WHT,200,shopify,60,deny,manual,29.99,39.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
classic-cotton-tshirt,Classic Cotton T-Shirt,"<p>Comfortable everyday cotton t-shirt in multiple colors. Perfect for casual wear.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Shirts & Tops,Apparel,"cotton, casual, everyday, tshirt",TRUE,Size,Small,Color,Black,TSHIRT-SM-BLK,200,shopify,45,deny,manual,29.99,39.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
classic-cotton-tshirt,Classic Cotton T-Shirt,"<p>Comfortable everyday cotton t-shirt in multiple colors. Perfect for casual wear.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Shirts & Tops,Apparel,"cotton, casual, everyday, tshirt",TRUE,Size,Medium,Color,Black,TSHIRT-MD-BLK,200,shopify,80,deny,manual,29.99,39.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
leather-crossbody-bag,Leather Crossbody Bag,"<p>Premium leather bag with adjustable strap. Perfect for everyday use or special occasions.</p>",Evergreen Apparel Co,Apparel & Accessories > Handbags,Accessories,"leather, bag, luxury",TRUE,Color,Brown,,,BAG-BROWN,500,shopify,15,deny,manual,129.99,,TRUE,TRUE,,,,,FALSE,Leather Crossbody Bag - Premium Quality,Stylish leather crossbody bag with adjustable strap. Handcrafted with premium materials.,Apparel & Accessories > Handbags,Unisex,Adult,BAG-001,Accessories,Premium,new,FALSE,Fall,Elegant,Leather,Premium,,active,"accessories, women, bestseller"
leather-crossbody-bag,Leather Crossbody Bag,"<p>Premium leather bag with adjustable strap. Perfect for everyday use or special occasions.</p>",Evergreen Apparel Co,Apparel & Accessories > Handbags,Accessories,"leather, bag, luxury",TRUE,Color,Black,,,BAG-BLACK,500,shopify,20,deny,manual,129.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
gold-hoop-earrings,Gold Hoop Earrings,"<p>Elegant 14k gold plated hoop earrings. Hypoallergenic and nickel-free.</p>",Evergreen Apparel Co,Apparel & Accessories > Jewelry > Earrings,Jewelry,"gold, earrings, elegant",TRUE,Size,Small,,,EARRING-SM-GOLD,10,shopify,30,deny,manual,49.99,79.99,TRUE,TRUE,,,,,FALSE,Gold Hoop Earrings - 14k Gold Plated,Elegant gold hoop earrings perfect for any occasion. Hypoallergenic and nickel-free.,Apparel & Accessories > Jewelry > Earrings,Female,Adult,EARRING-001,Jewelry,Sale,new,FALSE,Year-round,Elegant,Gold,Jewelry,,active,"jewelry, women, sale"
gold-hoop-earrings,Gold Hoop Earrings,"<p>Elegant 14k gold plated hoop earrings. Hypoallergenic and nickel-free.</p>",Evergreen Apparel Co,Apparel & Accessories > Jewelry > Earrings,Jewelry,"gold, earrings, elegant",TRUE,Size,Medium,,,EARRING-MD-GOLD,12,shopify,25,deny,manual,49.99,79.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
gold-hoop-earrings,Gold Hoop Earrings,"<p>Elegant 14k gold plated hoop earrings. Hypoallergenic and nickel-free.</p>",Evergreen Apparel Co,Apparel & Accessories > Jewelry > Earrings,Jewelry,"gold, earrings, elegant",TRUE,Size,Large,,,EARRING-LG-GOLD,15,shopify,20,deny,manual,49.99,79.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
running-shoes,Running Shoes,"<p>Lightweight running shoes with superior cushioning and breathable mesh upper.</p>",Evergreen Apparel Co,Apparel & Accessories > Shoes > Athletic Shoes,Shoes,"running, athletic, sports",TRUE,Size,7,Color,Blue,SHOE-7-BLUE,400,shopify,15,deny,manual,89.99,,TRUE,TRUE,,,,,FALSE,Running Shoes - Lightweight & Breathable,High-performance running shoes with superior cushioning. Perfect for runners.,Apparel & Accessories > Shoes > Athletic Shoes,Unisex,Adult,SHOE-001,Footwear,Sports,new,FALSE,Spring,Athletic,Performance,Sports,,active,"shoes, men, women"
running-shoes,Running Shoes,"<p>Lightweight running shoes with superior cushioning and breathable mesh upper.</p>",Evergreen Apparel Co,Apparel & Accessories > Shoes > Athletic Shoes,Shoes,"running, athletic, sports",TRUE,Size,8,Color,Blue,SHOE-8-BLUE,400,shopify,20,deny,manual,89.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
running-shoes,Running Shoes,"<p>Lightweight running shoes with superior cushioning and breathable mesh upper.</p>",Evergreen Apparel Co,Apparel & Accessories > Shoes > Athletic Shoes,Shoes,"running, athletic, sports",TRUE,Size,9,Color,Blue,SHOE-9-BLUE,400,shopify,25,deny,manual,89.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
running-shoes,Running Shoes,"<p>Lightweight running shoes with superior cushioning and breathable mesh upper.</p>",Evergreen Apparel Co,Apparel & Accessories > Shoes > Athletic Shoes,Shoes,"running, athletic, sports",TRUE,Size,10,Color,Blue,SHOE-10-BLUE,400,shopify,18,deny,manual,89.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
denim-jacket,Denim Jacket,"<p>Classic denim jacket with vintage wash. Timeless style that never goes out of fashion.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Apparel,"denim, jacket, casual",TRUE,Size,Small,,,JACKET-SM,600,shopify,12,deny,manual,69.99,99.99,TRUE,TRUE,,,,,FALSE,Denim Jacket - Classic Vintage Style,Timeless denim jacket with vintage wash. Perfect layering piece for any season.,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Unisex,Adult,JACKET-001,Apparel,Sale,new,FALSE,All Seasons,Casual,Denim,Outerwear,,active,"apparel, men, women, sale"
denim-jacket,Denim Jacket,"<p>Classic denim jacket with vintage wash. Timeless style that never goes out of fashion.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Apparel,"denim, jacket, casual",TRUE,Size,Medium,,,JACKET-MD,600,shopify,18,deny,manual,69.99,99.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
denim-jacket,Denim Jacket,"<p>Classic denim jacket with vintage wash. Timeless style that never goes out of fashion.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Apparel,"denim, jacket, casual",TRUE,Size,Large,,,JACKET-LG,650,shopify,15,deny,manual,69.99,99.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
denim-jacket,Denim Jacket,"<p>Classic denim jacket with vintage wash. Timeless style that never goes out of fashion.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Apparel,"denim, jacket, casual",TRUE,Size,X-Large,,,JACKET-XL,700,shopify,10,deny,manual,74.99,99.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
sunglasses-aviator,Aviator Sunglasses,"<p>UV protection polarized sunglasses with classic aviator style.</p>",Evergreen Apparel Co,Apparel & Accessories > Eyewear > Sunglasses,Accessories,"sunglasses, eyewear, protection",TRUE,Style,Aviator,,,GLASSES-AVIATOR,50,shopify,40,deny,manual,39.99,59.99,TRUE,TRUE,,,,,FALSE,Aviator Sunglasses - UV Protection,Classic aviator sunglasses with UV protection and polarized lenses.,Apparel & Accessories > Eyewear > Sunglasses,Unisex,Adult,GLASSES-001,Accessories,Summer,new,FALSE,Summer,Casual,Protection,Eyewear,,active,"accessories, men, women, sale"
kids-graphic-tee,Kids Graphic Tee,"<p>Fun graphic t-shirt for kids with colorful designs. Soft and comfortable cotton blend.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Shirts & Tops,Apparel,"kids, tshirt, graphic",TRUE,Size,4T,,,KIDS-TEE-4T,150,shopify,30,deny,manual,19.99,,TRUE,TRUE,,,,,FALSE,Kids Graphic Tee - Fun Designs,Comfortable graphic tee for kids featuring fun designs. Made with soft cotton blend.,Apparel & Accessories > Clothing > Shirts & Tops,Unisex,Kids,KIDS-001,Kids,Everyday,new,FALSE,Year-round,Fun,Cotton,Kids,,active,"kids, apparel"
kids-graphic-tee,Kids Graphic Tee,"<p>Fun graphic t-shirt for kids with colorful designs. Soft and comfortable cotton blend.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Shirts & Tops,Apparel,"kids, tshirt, graphic",TRUE,Size,5T,,,KIDS-TEE-5T,160,shopify,35,deny,manual,19.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
kids-graphic-tee,Kids Graphic Tee,"<p>Fun graphic t-shirt for kids with colorful designs. Soft and comfortable cotton blend.</p>",Evergreen Apparel Co,Apparel & Accessories > Clothing > Shirts & Tops,Apparel,"kids, tshirt, graphic",TRUE,Size,6T,,,KIDS-TEE-6T,170,shopify,28,deny,manual,19.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,active,
bestseller-bundle,Bestseller Bundle,"<p>Our top 3 most popular items bundled together at a special price. Save 25% when you buy the bundle!</p>",Evergreen Apparel Co,Apparel & Accessories,Bundle,"bestseller, bundle, popular",TRUE,,,,,BUNDLE-001,1000,shopify,10,deny,manual,149.99,199.99,TRUE,TRUE,,,,,FALSE,Bestseller Bundle - Save 25%,Bundle of our 3 most popular items. T-shirt + Bag + Earrings at a special discount!,Apparel & Accessories,Unisex,Adult,BUNDLE-001,Bundles,Bestseller,new,FALSE,Year-round,Bundle,Deal,Bestseller,,active,"bestseller, sale"
